nppes_provider_city,counts,nppes_provider_zip5,total_claim_count,brand_claim_count,generic_claim_count,brand_drug_cost,generic_drug_cost,total_drug_cost,total_30_day_fill_count,total_day_supply,bene_count,brand_percent_spending,Index
LORETTO,6,185756.0,19989,2629.0,17016.0,692063.64,358051.05,1061294.17,26863.899999999998,745089,1208.0,0.6590362429840878,2934
THURMONT,11,239668.0,25566,3298.0,21701.0,1015721.11,525414.4500000001,1602585.7,45120.29999999999,1272096,2716.0,0.6590731771837125,2935
ARDEN,88,2525952.0,219423,28886.0,183780.0,8849062.730000002,4577358.63,14888327.300000004,377425.5,10781887,20225.0,0.659078282494778,2936
LAS MARIAS,13,8710.0,45842,7071.0,37567.0,838977.26,433967.45999999996,1291499.4000000001,59182.7,1685750,1989.0,0.6590838131604019,2937
FAIRVIEW,54,2105907.0,41556,5104.0,34357.0,1379599.2999999998,713592.73,2747418.71,73923.1,2082746,5561.0,0.6590887411318874,2938
FORT MORGAN,48,3873648.0,53201,6761.0,42424.0,1850665.9899999998,957236.37,3473891.5700000003,81570.0,2275878,4757.0,0.6590920027575318,2939
CHOCTAW,35,2084320.0,29920,4453.0,23612.0,1010689.0200000001,522747.9099999999,1789529.2899999998,47382.6,1295819,3147.0,0.6591004822089422,2940
CLEAR LAKE,22,1143406.0,52716,8355.0,42948.0,1470763.91,760670.5800000001,2312055.82,79452.0,2106399,3397.0,0.6591113996808393,2941
VERONA,177,3784963.0,236761,31948.0,193512.0,9517509.290000001,4920669.680000002,16949929.819999997,402438.5000000003,11243494,26432.0,0.6591904221284216,2942
WAMEGO,22,1464034.0,32614,3901.0,27314.0,1062118.9700000002,549116.18,1918852.1099999999,51802.700000000004,1456608,2707.0,0.6591955060066806,2943
BOTTINEAU,7,408226.0,4599,743.0,3791.0,147193.72999999998,76086.78,230177.45,6897.0,189139,781.0,0.6592323261891511,2944
NORTH ST PAUL,10,551090.0,50886,7088.0,43442.0,2319236.57,1198664.7,3537403.0900000003,99560.09999999999,2863330,3569.0,0.6592671004664097,2945
LAURYS STATION,6,108354.0,25849,3528.0,21876.0,1022646.1000000001,528512.3,1589390.31,51560.3,1496350,2223.0,0.6592789620969721,2946
EASTSOUND,10,982450.0,11671,1742.0,9753.0,499220.9799999999,257977.13999999998,764832.25,21292.899999999998,595607,1160.0,0.6593003426897045,2947
NORTHBROOK,162,9730044.0,132618,19765.0,105359.0,5904172.9300000025,3050949.410000002,19171454.18,205081.9,5667031,15278.0,0.6593067861985233,2948
ALLENSTOWN,8,26200.0,16964,2073.0,14020.0,715923.8400000001,369945.35000000003,1260721.94,26187.5,742813,1114.0,0.6593094698634925,2949
TEUTOPOLIS,6,374802.0,33310,4358.0,28384.0,917219.2,473945.49,1440612.6600000001,50532.5,1411485,1755.0,0.6593174816706999,2950
CALERA,22,850260.0,106143,14181.0,89538.0,4624144.240000001,2389100.91,7917279.779999998,167875.80000000002,4744061,5806.0,0.6593444462724934,2951
BAKER CITY,43,4206002.0,59784,7803.0,48445.0,2216684.3,1145178.0999999999,4306964.41,97693.69999999998,2748630,6141.0,0.6593619953035557,2952
GRANITE BAY,23,2202158.0,2468,235.0,1866.0,83827.89,43300.840000000004,147490.62000000002,3441.4000000000005,80901,979.0,0.6593937499414962,2953
VERMILION,19,837691.0,33145,4514.0,27744.0,1371708.74,708487.5399999999,2167097.71,56199.700000000004,1601164,2978.0,0.6594131299955983,2954
VEGA BAJA,107,74938.0,448694,60838.0,381033.0,10471070.620000001,5407960.9,16125486.510000007,564110.6999999997,15834018,26428.0,0.6594275354143261,2955
WHITMAN,13,54236.0,99631,13731.0,85045.0,3507608.5399999996,1811562.3599999999,5359135.15,157292.1,4425822,4835.0,0.659427682611213,2956
WICKENBURG,32,2732448.0,31029,3906.0,25469.0,1170435.9500000002,604365.79,1937865.29,55023.299999999996,1530310,4309.0,0.6594741956924158,2957
PANACEA,3,97038.0,5504,626.0,4639.0,128752.02,66456.75,237889.24,7570.0,211594,587.0,0.6595606334694901,2958
PORT TOWNSEND,68,6689024.0,88525,11074.0,74044.0,3810026.01,1966529.6299999997,6473777.070000002,162187.4,4606103,9063.0,0.6595670928221165,2959
VAL VERDE,1,91384.0,285,66.0,206.0,17756.87,9163.47,27580.6,512.5,15041,34.0,0.6596079395728286,2960
MANTACHIE,8,310840.0,15634,1426.0,13164.0,521592.95999999996,269114.94,1029675.15,27236.000000000004,751407,1746.0,0.6596531538384782,2961
UNIVERSITY PLACE,79,7778833.0,65135,8338.0,54138.0,2704497.2900000005,1395131.0100000002,4363922.130000002,100108.20000000001,2724450,7594.0,0.6596932921943192,2962
SAMSON,4,145908.0,16592,1945.0,14205.0,460101.46,237316.92,743488.87,22667.2,621680,792.0,0.6597208694155724,2963
COQUILLE,17,1656191.0,50294,8628.0,40911.0,1905549.1600000001,982810.7400000001,3888131.13,87229.1,2454876,2729.0,0.6597339756724915,2964
MONTEZUMA,8,324686.0,40684,5683.0,34248.0,1273981.33,657040.81,2035412.69,57146.2,1582667,2144.0,0.6597445485529234,2965
OMRO,3,164889.0,1426,189.0,1201.0,65877.98,33970.97,100664.31,2655.1,71671,229.0,0.6597763922404792,2966
COON RAPID,1,55433.0,4425,565.0,3836.0,168931.78,87065.97,258204.76,10385.5,301731,369.0,0.6598955654883686,2967
SOUTH ABINGTON TOWNSHIP,22,405042.0,78027,11043.0,63554.0,2681188.24,1381473.6499999997,4498502.319999999,112181.09999999999,3099317,4820.0,0.6599584982938367,2968
QUEENSTOWN,12,259896.0,38786,5300.0,31991.0,1924706.96,991418.02,3258558.73,82545.1,2363587,4605.0,0.6600221092032893,2969
BURWELL,3,206469.0,13261,1498.0,11676.0,352058.12,181295.27,535758.73,15720.4,367275,481.0,0.6600841517103697,2970
HADDONFIELD,61,490013.0,67974,8888.0,56300.0,3225730.7600000002,1661099.3499999999,6147001.89,122648.2,3510518,7359.0,0.6600865361370215,2971
SOUTH CHATHAM,1,2659.0,292,32.0,260.0,6650.37,3424.46,10074.83,343.8,8494,147.0,0.6600974904787476,2972
CHATTAHOOCHEE,19,614156.0,15379,1451.0,13152.0,527307.59,271524.72,900336.2899999999,20170.399999999998,555862,1079.0,0.6600979747551774,2973
BOTHELL,116,11369738.0,120661,16428.0,98984.0,4932138.880000002,2539067.790000001,9580945.0,191563.30000000008,5374020,11345.0,0.6601529174403096,2974
GOSPORT,6,284598.0,15824,1911.0,13359.0,505395.52,260132.41,853240.6,27094.6,778018,1263.0,0.6601921369478968,2975
WALLINGTON,17,119969.0,17468,2736.0,13611.0,802539.6799999999,412969.93,1431611.31,28381.399999999998,774144,1596.0,0.6602495557398349,2976
SUMMERFIELD,58,1879217.0,182467,24161.0,152600.0,9103917.4,4684503.58,14945876.580000004,373178.3,10475509,26873.0,0.6602581552452716,2977
KIOWA,6,428514.0,9443,1647.0,7511.0,339124.12,174475.38,565918.5900000001,13436.7,368663,803.0,0.6602890384433785,2978
E FALMOUTH,1,2536.0,3194,467.0,2689.0,152627.48,78519.31,232636.66,4230.6,119436,114.0,0.6603054275596906,2979
PINSON,14,491764.0,74956,10426.0,63955.0,2340497.74,1204047.97,3599603.11,109846.9,3071469,4275.0,0.6603096507958421,2980
PRAIRIE CITY,4,248553.0,12171,1763.0,10243.0,564791.69,290476.98,862302.63,21953.6,629679,900.0,0.6603675661356799,2981
ALLISON,3,151806.0,10066,1097.0,8329.0,253540.38,130358.48000000001,495483.61,15762.0,446817,610.0,0.6604353552912349,2982
SALTSBURG,3,47043.0,15252,1556.0,12942.0,507126.55,260739.23,964626.86,23623.3,686273,976.0,0.6604364502348313,2983
WEST MELBOURNE,33,1085832.0,97936,13060.0,82184.0,3775632.4700000007,1941215.1600000001,6144682.9399999995,153271.6,4260678,7770.0,0.6604395839040406,2984
RUSH CITY,5,275345.0,13632,1837.0,11505.0,488867.36,251324.24,751106.02,25656.600000000002,718642,841.0,0.6604605618329092,2985
GARFIELD HEIGHTS,51,2250375.0,90602,13667.0,74802.0,4075264.5300000003,2094864.3499999994,6422755.929999999,150795.5,4210936,8940.0,0.6604828860560203,2986
ST MATTHEWS,3,87405.0,1557,225.0,1271.0,37323.65,19183.739999999998,57577.97,2262.0,64474,235.0,0.6605091829581936,2987
TRYON,5,143910.0,24299,3419.0,20751.0,861268.4299999999,442526.85,1308777.11,42087.1,1160118,1430.0,0.6605856327382932,2988
WARMISNTER,1,18974.0,3106,454.0,2633.0,116937.91,60082.19,177918.49,5857.2,171781,249.0,0.6605911419098736,2989
SOLOMONS,17,351696.0,18671,2543.0,15104.0,818766.0800000001,420654.49999999994,1468702.5799999998,34567.299999999996,979791,1627.0,0.6606039089652683,2990
WALWORTH,8,386856.0,24990,3538.0,20976.0,753843.73,387234.54,1183638.99,39116.899999999994,1085945,1674.0,0.6606415614241782,2991
NAVARRE,39,1317092.0,55590,7536.0,45728.0,2339087.0900000003,1201372.7399999998,5304081.5600000005,96749.50000000001,2756561,4914.0,0.6606732465031245,2992
BULL SHOALS,2,145238.0,9346,1350.0,7650.0,272420.98,139903.94,416674.36,13425.9,375407,487.0,0.6606949199189803,2993
DRIGGS,16,1334785.0,13893,2101.0,10956.0,471633.28,242183.64000000004,852647.1699999999,21770.6,607098,1698.0,0.660720230615996,2994
CRIVITZ,5,270570.0,22854,3765.0,18776.0,868376.2100000001,445875.12,1325961.13,43197.8,1210491,1463.0,0.6607383155549099,2995
WAPAKONETA,26,1193270.0,62975,10288.0,51816.0,2416810.4399999995,1240924.25,3692823.36,116903.59999999998,3251913,5711.0,0.6607396776500485,2996
LOOMIS,6,573900.0,8033,1328.0,6637.0,302861.57999999996,155503.32,464553.66000000003,14180.3,408393,625.0,0.6607433946185669,2997
IDALOU,4,317316.0,6759,982.0,5737.0,261891.78,134465.8,399376.31,11765.8,329060,591.0,0.6607462382831181,2998
LIC,1,11102.0,279,31.0,248.0,12729.36,6535.67,19265.03,288.0,4007,113.0,0.6607495550227538,2999
WEAVERVILLE,35,2017135.0,91124,11856.0,76452.0,3365132.1899999995,1727643.57,5743488.199999999,160555.1,4606241,7720.0,0.6607658276318845,3000
WAITSBURG,4,397444.0,8981,1367.0,7500.0,370150.37,190027.32,564296.0399999999,14135.0,395500,465.0,0.6607731378948706,3001
PETAL,26,1026090.0,107286,14523.0,92079.0,3941986.08,2023581.1900000004,6016006.149999999,149472.2,4204570,6568.0,0.6607898128688774,3002
DELTONA,52,1701804.0,139571,17835.0,117825.0,5651084.799999999,2900308.0100000007,9145182.61,258133.60000000003,7390057,12943.0,0.6608379389836496,3003
SNEADS FERRY,6,170760.0,5466,635.0,4326.0,190713.55,97874.51,378116.7400000001,8286.699999999999,226014,1011.0,0.6608504523714529,3004
NEW JOHNSONVILLE,2,74268.0,20444,3456.0,16881.0,536209.7899999999,275150.3,815254.16,26095.7,583131,864.0,0.6608776998139014,3005
CENTRAILIA,2,125602.0,350,14.0,59.0,1671.58,857.4,9519.16,358.0,4787,131.0,0.6609700353502203,3006
SELMER,35,1343125.0,129124,18860.0,109006.0,3954489.9899999998,2027956.04,6091954.119999999,175719.40000000005,4476878,8261.0,0.6610155729227699,3007
KELLOGG,13,1089881.0,39218,5164.0,31974.0,1151611.67,590508.78,2081638.58,51303.100000000006,1397539,2860.0,0.6610402110829937,3008
NELLIS AFB,73,6510873.0,22334,2609.0,16286.0,667469.15,342112.41000000003,1206924.99,41216.1,1121413,5018.0,0.6611344505935707,3009
CALDWELL,177,11907411.0,371831,54656.0,298707.0,14490674.520000003,7424911.460000002,26229877.079999987,596448.7,16515692,31259.0,0.6612040642319161,3010
LAURIE,5,325190.0,11122,1234.0,9487.0,334175.29,171194.71000000002,562018.0199999999,20344.600000000002,590380,1160.0,0.6612487682292182,3011
TONASKET,15,1482825.0,27339,3608.0,22738.0,1087971.98,557345.7600000001,1840128.98,47097.6,1324231,2838.0,0.661253418443054,3012
CALLAHAN,22,704242.0,49109,6245.0,41932.0,1686963.4999999998,864162.5199999999,2664386.41,81250.8,2324922,4299.0,0.661262315845926,3013
MOSCOW,63,4851025.0,72945,11848.0,58172.0,2712994.29,1389718.6600000001,4328077.769999999,111963.7,3074122,7297.0,0.6612683663379374,3014
COLD SPRING,53,2039078.0,131549,20595.0,107613.0,4627853.28,2370172.5500000003,7388220.230000003,215195.80000000002,5969165,11417.0,0.6613084021726168,3015
GLENOLDEN,13,247458.0,20662,2738.0,17528.0,690117.85,353435.04,1066895.09,31221.999999999996,888009,1688.0,0.6613156425641253,3016
LINDENHURST,84,1808501.0,120375,19221.0,96335.0,5149836.180000001,2637347.2900000005,8576928.6,191656.0,5125005,13084.0,0.6613220556366319,3017
ARLETA,22,2009282.0,14025,1456.0,11444.0,483057.24999999994,247322.72999999998,831498.25,21296.0,578937,1535.0,0.6613779994353076,3018
NANTUCKET,25,63850.0,30971,3703.0,26062.0,1060936.33,543156.34,1784170.2099999997,42205.700000000004,1150032,2654.0,0.6613934156310309,3019
DRUMRIGHT,11,814330.0,15453,2303.0,12584.0,459705.07,235339.81,731351.78,18943.3,528268,894.0,0.6614034334013078,3020
ANAHUAC,7,542598.0,15863,1649.0,13049.0,447950.10000000003,229247.41000000003,909602.6800000002,22451.399999999998,625598,1451.0,0.6614762951505833,3021
POPLARVILLE,13,513110.0,53973,6907.0,45113.0,1508426.57,771879.58,2664045.28,72325.3,2014182,3130.0,0.6615017768557087,3022
VIRIGINIA BEACH,2,46909.0,391,91.0,300.0,21751.84,11130.210000000001,32882.049999999996,576.3,12335,145.0,0.6615110675885475,3023
ZIMMERMAN,8,443184.0,11706,1583.0,9861.0,425610.9,217753.53999999998,670646.8400000001,22715.1,652507,1061.0,0.6615393601797452,3024
MCCAYSVILLE,1,30555.0,21340,3140.0,18079.0,646649.41,330791.64,981604.34,23553.5,671520,334.0,0.6615738207434607,3025
BOOTHWYN,6,114366.0,19139,3549.0,15460.0,753654.87,385507.46,1143848.2499999998,28494.099999999995,758852,1001.0,0.6615868960484323,3026
CERRO GORDO,2,90248.0,3196,489.0,2688.0,107401.37,54923.909999999996,162961.33,5248.0,152413,225.0,0.6616429061449948,3027
MOUND,4,221456.0,5893,922.0,4772.0,169649.47,86755.65,258149.38999999998,6176.2,135493,378.0,0.66164618709642,3028
BARKER,2,28024.0,8251,1161.0,6876.0,392938.51,200941.18,626570.1900000001,13205.2,379910,515.0,0.661646654392239,3029
MOUNT SHASTA,38,3650546.0,48444,5412.0,40370.0,2088556.0000000002,1067809.06,3851496.19,78514.40000000001,2204118,5014.0,0.6616965909513648,3030
WAKARUSA,10,485703.0,30045,4061.0,25404.0,1052530.8499999999,538044.36,1665272.4299999995,48679.50000000001,1337084,2669.0,0.6617296958878165,3031
ELAINE,1,72333.0,4419,464.0,3922.0,94964.26,48521.35,144644.08,6521.8,188072,232.0,0.661838214995915,3032
MAHOMET,19,1175207.0,47983,6192.0,40356.0,1768706.85,903607.8600000001,2834372.57,94901.29999999999,2756501,3434.0,0.6618632316700453,3033
KINGSHILL,3,2550.0,2324,352.0,1919.0,80017.69,40873.03,122155.47,2506.7000000000003,71871,206.0,0.6619010127493657,3034
INDIAN ORCHARD,8,9208.0,27695,4558.0,22730.0,994354.7799999999,507887.9199999999,1510939.2100000002,44349.40000000001,1209067,1789.0,0.6619135376727077,3035
NORTH KINGSTOWN,42,119784.0,47943,5583.0,40337.0,1554293.25,793826.46,2501193.99,63261.50000000001,1765863,4586.0,0.6619310094714038,3036
GLEN MILLS,65,1257261.0,137682,18412.0,114904.0,6105056.37,3117749.02,9890215.239999998,239621.0,6767196,12554.0,0.6619522056292678,3037
SOUTH OGDEN,44,3713770.0,34084,4895.0,27828.0,1304904.35,666299.7999999999,2084755.07,60260.9,1689695,4349.0,0.6619833617943632,3038
SEA CLIFF,14,162106.0,11527,1853.0,9051.0,515761.49999999994,263310.07,932689.9200000002,20446.7,580154,2651.0,0.6620206921425716,3039
MONTANA CITY,3,178902.0,91,13.0,78.0,1453.19,741.85,2195.04,134.3,2858,50.0,0.6620334936948757,3040
FAISON,10,283410.0,23473,3020.0,19377.0,703430.46,359034.47000000003,1305164.9200000002,31684.8,910367,1075.0,0.6620740507641979,3041
CEDAR VALE,3,201072.0,17253,3939.0,13225.0,519049.94,264920.76,788731.0199999999,20062.5,527836,801.0,0.6620782383831437,3042
FRIES,2,48660.0,16215,2166.0,13937.0,447047.47,228134.91999999998,679554.27,22710.9,649930,737.0,0.6621136401380374,3043
VOLENTE,7,550487.0,62645,13838.0,48586.0,2758129.44,1407501.7600000005,4387413.19,63402.3,1549403,1982.0,0.6621156092742919,3044
REDWOOD VALLEY,14,1336580.0,6538,943.0,5266.0,266145.27,135816.63,417706.88000000006,8495.8,237600,899.0,0.6621156632009153,3045
CENTREVILLE,171,4820263.0,190311,23326.0,158575.0,7623615.319999999,3889876.100000002,13335544.949999994,301626.19999999995,8441527,18220.0,0.6621462631879912,3046
HAGER HILL,1,41222.0,3459,427.0,3009.0,94114.19,48018.38,142826.33,3825.6,106584,495.0,0.6621578009881901,3047
MAYO,5,160330.0,18664,2473.0,15647.0,608140.51,310202.38,1033968.38,27547.299999999996,768680,812.0,0.6622150795984275,3048
NEOGA,2,124894.0,20874,2645.0,18055.0,628731.17,320642.19,955918.82,28598.8,802773,769.0,0.6622591242711929,3049
FARRAGUT,14,531076.0,33180,4854.0,27745.0,1381995.78,704753.52,2139583.82,56912.3,1618505,2571.0,0.6622720707274228,3050
VALENTINE,14,968814.0,20409,3153.0,16207.0,642638.79,327695.65,1055904.6199999999,30184.8,810106,1797.0,0.6622858712507411,3051
FORT OGLETHORPE,17,522614.0,16227,1411.0,14050.0,704134.8400000001,358985.64,1089130.71,18609.2,479221,2711.0,0.6623283562367269,3052
JBER,30,2985179.0,8311,453.0,5923.0,261448.86,133290.97999999998,610002.0700000001,10865.000000000002,288338,1422.0,0.662332081808616,3053
SHAKOEE,1,55379.0,3018,373.0,2625.0,126613.97,64538.04,191787.59,5440.4,154075,208.0,0.6623732075848954,3054
RAYTOWN,40,2565345.0,45992,6689.0,37473.0,1699476.13,866210.46,2749384.450000001,73317.20000000001,2070602,4274.0,0.6623864881329874,3055
BELMONT,297,6116839.0,318628,45685.0,260471.0,12829170.78,6538840.480000003,20327916.22,479350.40000000014,13379592,27273.0,0.66238967996139,3056
BROOKLAND,4,289668.0,26511,3826.0,22501.0,740739.38,377493.26,1125240.46,35758.2,981967,1228.0,0.6624197447858434,3057
FORT STDIX,1,8640.0,95,12.0,83.0,2914.06,1484.89,4398.95,231.0,6729,28.0,0.6624444469702997,3058
BEATRICE,48,3278880.0,107501,16546.0,87360.0,3358601.059999999,1711114.5400000005,5269303.279999998,146235.8,4004143,7275.0,0.662483130217403,3059
LOWER BURRELL,20,301360.0,33678,3852.0,28251.0,1163043.57,592510.5900000001,2131057.1100000003,52280.79999999999,1517589,3843.0,0.6624936994253712,3060
AVILLA,7,326970.0,57668,8834.0,48211.0,2365334.04,1205001.03,3636503.9499999997,99561.20000000001,2783276,2888.0,0.662496374604975,3061
SOUTHBOROUGH,44,77968.0,36722,4040.0,30579.0,1671580.2800000003,851273.05,3783124.2800000007,64550.60000000001,1811053,5312.0,0.6625752912873457,3062
TUCUMCARI,14,1237614.0,28009,3499.0,23615.0,877570.6299999999,446913.24,1421705.0699999998,42743.299999999996,1179815,2973.0,0.6625755510333243,3063
ESCANDIDO,1,92025.0,3556,636.0,2904.0,167101.8,85081.27,252831.19,7687.4,223344,297.0,0.662621007825783,3064
KENHORST,4,78428.0,26778,3612.0,22801.0,1007044.63,512714.9,1536431.98,48344.899999999994,1408490,1623.0,0.6626341931871288,3065
JACKSON HOLE,1,83001.0,4342,730.0,3582.0,164658.53,83831.76,249295.64,7773.2,225747,245.0,0.662635670794219,3066
KINGSLAND,39,1748373.0,60573,8761.0,50377.0,2424610.6899999995,1234308.1900000002,3819212.6799999997,108032.29999999999,3066024,5724.0,0.6626576782702543,3067
POSTVILLE,5,260810.0,18074,2395.0,15380.0,600462.4,305591.39,913374.3700000001,25798.7,691607,757.0,0.6627226844887432,3068
SALOME,1,85348.0,1983,316.0,1656.0,87111.66,44328.1,131826.89,4091.4,116775,225.0,0.6627496885265158,3069
TORONTO,20,615496.0,55206,7661.0,46255.0,2026880.9700000002,1031357.4299999998,3173722.7700000005,75381.79999999999,2042877,4242.0,0.6627609443397219,3070
HACIENDA HTS,11,1009195.0,13623,2385.0,10793.0,735281.8700000001,374061.03,1191581.77,20622.2,554586,1524.0,0.6628084697707084,3071
OWINGS,5,103680.0,4646,738.0,3822.0,239450.56,121809.3,364341.26999999996,10632.599999999999,307054,395.0,0.662820829305531,3072
FOGELSVILLE,5,90255.0,7932,1346.0,6512.0,284405.48000000004,144676.52000000002,432597.36,15578.1,437800,1319.0,0.6628231433618749,3073
OTHELLO,51,5066544.0,51109,8708.0,39954.0,1645984.7100000004,837215.31,2680117.43,76021.09999999998,2106419,3987.0,0.6628482187270601,3074
VERDIGRE,3,206349.0,8635,1431.0,7100.0,266347.67,135469.8,404043.0,12222.500000000002,329021,445.0,0.6628573665550181,3075
HOMER CITY,5,78740.0,10336,1657.0,8486.0,367365.83999999997,186805.28,557822.7699999999,17881.300000000003,510264,675.0,0.6629104742953764,3076
MODENA,3,37644.0,8102,1072.0,6543.0,348185.43,177051.32,660473.8,18266.3,534551,1033.0,0.662911401382329,3077
PORT GIBSON,14,548100.0,41325,5789.0,34409.0,1279498.47,650480.2000000001,2109912.93,47649.2,1308415,2546.0,0.6629599020387101,3078
CARLYLE,11,684541.0,45586,7955.0,36815.0,1733989.25,881472.8200000001,2677758.9299999997,58890.200000000004,1576431,2428.0,0.6629762556640708,3079
BEARDSTOWN,7,438326.0,9943,1178.0,8321.0,250759.04,127461.45000000001,422648.6599999999,14713.800000000001,420936,858.0,0.6629969730090509,3080
SOMERS,50,466198.0,55282,9206.0,43615.0,2574865.0200000005,1308782.2600000002,4515291.21,94713.30000000002,2639661,5057.0,0.663001769820868,3081
KOUNTZE,7,543375.0,11530,1462.0,9111.0,406778.56,206752.74,767609.27,20231.4,568320,1161.0,0.6630119115357276,3082
PENTWATER,4,197796.0,15969,2219.0,13614.0,707589.8500000001,359594.43,1072919.64,33005.3,958722,1452.0,0.6630437341149741,3083
